   TS TIME STEP (hrs)    STORAGE          RATE         CONST HD         RATE          WELL            RATE         DRAIN            RATE        RECHARGE          RATE           ET             RATE          RIVER           RATE        HD DEP BND        RATE         STREAM           RATE          TOTAL           RATE     
    1   3.000000E+01   1.877924E+07   6.259746E+05   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   8.313000E+06   2.771000E+05   0.000000E+00   0.000000E+00   1.341946E+07   4.473153E+05   1.507956E+06   5.026519E+04   3.058494E+07   1.019498E+06   7.260459E+07   2.420153E+06
    2   3.000000E+01   3.233930E+07   4.520023E+05   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   1.662600E+07   2.771000E+05   0.000000E+00   0.000000E+00   2.756079E+07   4.713776E+05   3.013725E+06   5.019230E+04   6.114642E+07   1.018716E+06   1.406862E+08   2.269388E+06
    3   3.000000E+01   4.363165E+07   3.764116E+05   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   2.493900E+07   2.771000E+05   0.000000E+00   0.000000E+00   4.197648E+07   4.805230E+05   4.517524E+06   5.012663E+04   9.162928E+07   1.016095E+06   2.066939E+08   2.200257E+06
    4   3.000000E+01   5.357416E+07   3.314168E+05   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   3.325200E+07   2.771000E+05   0.000000E+00   0.000000E+00   5.656872E+07   4.864082E+05   6.019525E+06   5.006670E+04   1.220878E+08   1.015285E+06   2.715022E+08   2.160277E+06
    5   3.000000E+01   6.266032E+07   3.028721E+05   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   4.156500E+07   2.771000E+05   0.000000E+00   0.000000E+00   7.132514E+07   4.918807E+05   7.519901E+06   5.001254E+04   1.525258E+08   1.014598E+06   3.355961E+08   2.136464E+06
    6   3.000000E+01   7.110455E+07   2.814743E+05   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   4.987800E+07   2.771000E+05   0.000000E+00   0.000000E+00   8.625182E+07   4.975558E+05   9.018740E+06   4.996133E+04   1.829673E+08   1.014717E+06   3.992204E+08   2.120808E+06
    7   3.000000E+01   7.902790E+07   2.641116E+05   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   5.819100E+07   2.771000E+05   0.000000E+00   0.000000E+00   1.013396E+08   5.029274E+05   1.051614E+07   4.991328E+04   2.134119E+08   1.014820E+06   4.624866E+08   2.108872E+06
    8   3.000000E+01   1.401275E+08   2.036654E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   6.650400E+07   2.771000E+05   7.734381E+06   2.578127E+05   1.186795E+08   5.779938E+05   1.201616E+07   5.000074E+04   2.482445E+08   1.161087E+06   5.933060E+08   4.360649E+06
    9   3.000000E+01   1.920212E+08   1.729788E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   7.481700E+07   2.771000E+05   1.502824E+07   2.431287E+05   1.376376E+08   6.319390E+05   1.351674E+07   5.001932E+04   2.868668E+08   1.287408E+06   7.198875E+08   4.219383E+06
   10   3.000000E+01   2.372874E+08   1.508876E+06   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   0.000000E+00   8.313000E+07   2.771000E+05   2.232252E+07   2.431427E+05   1.576616E+08   6.674642E+05   1.501684E+07   5.000323E+04   3.290894E+08   1.407422E+06   8.445077E+08   4.154008E+06
