         1        17         7      4480    500000      4440
         1        17         8      4480    500000      4440
         1        18         6      4480    500000      4440
         1        18         7      4480    500000      4440
         1        18         8      4480    500000      4440
         1        18         9      4480    500000      4440
         1        18        10      4480    500000      4440
         1        19         6      4480    500000      4440
         1        19         7      4480    500000      4440
         1        19         8      4480    500000      4440
         1        19         9      4480    500000      4440
         1        19        10      4480    500000      4440
         1        19        11      4480    500000      4440
         1        19        12      4480    500000      4440
         1        20         6      4480    500000      4440
         1        20         7      4480    500000      4440
         1        20         8      4480    500000      4440
         1        20         9      4480    500000      4440
         1        20        10      4480    500000      4440
         1        20        11      4480    500000      4440
         1        20        12      4480    500000      4440
         1        21         6      4480    500000      4440
         1        21         7      4480    500000      4440
         1        21         8      4480    500000      4440
         1        21         9      4480    500000      4440
         1        21        10      4480    500000      4440
         1        21        11      4480    500000      4440
         1        21        12      4480    500000      4440
         1        21        13      4480    500000      4440
         1        22         6      4480    500000      4440
         1        22         7      4480    500000      4440
         1        22         8      4480    500000      4440
         1        22         9      4480    500000      4440
         1        22        10      4480    500000      4440
         1        22        11      4480    500000      4440
         1        22        12      4480    500000      4440
         1        22        13      4480    500000      4440
         1        22        14      4480    500000      4440
         1        23         6      4480    500000      4440
         1        23         7      4480    500000      4440
         1        23         8      4480    500000      4440
         1        23         9      4480    500000      4440
         1        23        10      4480    500000      4440
         1        23        11      4480    500000      4440
         1        23        12      4480    500000      4440
         1        23        13      4480    500000      4440
         1        23        14      4480    500000      4440
         1        23        15      4480    500000      4440
         1        24         7      4480    500000      4440
         1        24         8      4480    500000      4440
         1        24         9      4480    500000      4440
         1        24        10      4480    500000      4440
         1        24        11      4480    500000      4440
         1        24        12      4480    500000      4440
         1        24        13      4480    500000      4440
         1        24        14      4480    500000      4440
         1        24        15      4480    500000      4440
         1        25         8      4480    500000      4440
         1        25         9      4480    500000      4440
         1        25        10      4480    500000      4440
         1        25        11      4480    500000      4440
         1        25        12      4480    500000      4440
         1        25        13      4480    500000      4440
         1        25        14      4480    500000      4440
         1        26        10      4480    500000      4440
         1        26        11      4480    500000      4440
