         1        20         1      4430       500
         1        20         2      4430       500
         1        20         3      4430       500
         1        21         1      4430       500
         1        21         2      4430       500
         1        21         3      4430       500
         1        22         1      4430       500
         1        23         1      4430       500
         1        24         1      4430       500
         1        25         1      4430       500
         1        26         1      4430       500
         1        27         1      4430       500
         1        28         1      4430       500
         1        29         1      4430       500
