 4.395400e+003 4.385400e+003 4.371300e+003 4.369300e+003 4.374800e+003 4.374700e+003 4.394500e+003 4.407300e+003 4.405800e+003 4.384800e+003 4.378100e+003 4.386200e+003 4.393100e+003 4.401200e+003 4.418900e+003 4.440100e+003 4.457700e+003 4.472000e+003 4.467100e+003 4.474600e+003 4.484300e+003 4.500200e+003 4.525600e+003 4.540800e+003 4.546300e+003 4.545500e+003 4.538400e+003 4.536100e+003 4.528200e+003 4.561000e+003 4.573100e+003 4.601900e+003 4.673000e+003 4.822200e+003 4.846600e+003 4.819300e+003 4.875500e+003 4.900700e+003 4.857700e+003 4.802800e+003 4.845100e+003 4.810700e+003 4.765400e+003 4.758300e+003 4.719000e+003 4.666100e+003 4.650300e+003 4.628700e+003 4.598800e+003 4.596400e+003 4.572900e+003 4.558400e+003 4.541700e+003 4.526200e+003 4.516700e+003 4.509200e+003 4.506500e+003 4.502100e+003 4.502600e+003 4.506200e+003 4.512400e+003 4.519300e+003 4.526300e+003
 4.417500e+003 4.418600e+003 4.411000e+003 4.391300e+003 4.375200e+003 4.377200e+003 4.384600e+003 4.394700e+003 4.415500e+003 4.402900e+003 4.389200e+003 4.393800e+003 4.401800e+003 4.422600e+003 4.433800e+003 4.443200e+003 4.469700e+003 4.481300e+003 4.483800e+003 4.490500e+003 4.508300e+003 4.536600e+003 4.578100e+003 4.679300e+003 4.623000e+003 4.580300e+003 4.567700e+003 4.565400e+003 4.543600e+003 4.567900e+003 4.595700e+003 4.615300e+003 4.651700e+003 4.757000e+003 4.850500e+003 4.871400e+003 4.882500e+003 4.880100e+003 4.849400e+003 4.835300e+003 4.845700e+003 4.796100e+003 4.750900e+003 4.725500e+003 4.708100e+003 4.680000e+003 4.681700e+003 4.673700e+003 4.624600e+003 4.590400e+003 4.580000e+003 4.557700e+003 4.540800e+003 4.526500e+003 4.520700e+003 4.518400e+003 4.511400e+003 4.506100e+003 4.505000e+003 4.508500e+003 4.514200e+003 4.521100e+003 4.530200e+003
 4.403900e+003 4.417600e+003 4.424500e+003 4.413000e+003 4.403100e+003 4.389000e+003 4.387200e+003 4.394800e+003 4.413000e+003 4.422300e+003 4.419600e+003 4.420300e+003 4.418000e+003 4.430200e+003 4.443800e+003 4.454100e+003 4.462100e+003 4.480200e+003 4.495100e+003 4.510000e+003 4.535200e+003 4.564600e+003 4.629300e+003 4.721300e+003 4.644400e+003 4.614100e+003 4.587800e+003 4.575400e+003 4.573900e+003 4.582100e+003 4.617600e+003 4.646100e+003 4.697300e+003 4.806100e+003 4.841300e+003 4.898700e+003 4.895700e+003 4.874200e+003 4.864300e+003 4.852700e+003 4.820800e+003 4.785700e+003 4.767000e+003 4.743100e+003 4.736000e+003 4.721100e+003 4.701700e+003 4.668900e+003 4.643300e+003 4.628700e+003 4.608700e+003 4.567900e+003 4.546900e+003 4.533300e+003 4.524900e+003 4.521900e+003 4.519400e+003 4.510200e+003 4.506900e+003 4.508900e+003 4.515000e+003 4.522100e+003 4.535000e+003
 4.381800e+003 4.398700e+003 4.404300e+003 4.407900e+003 4.404900e+003 4.405400e+003 4.396800e+003 4.401700e+003 4.420000e+003 4.443700e+003 4.462400e+003 4.461200e+003 4.446000e+003 4.438400e+003 4.451700e+003 4.464900e+003 4.478000e+003 4.478400e+003 4.502200e+003 4.523500e+003 4.548100e+003 4.583700e+003 4.642300e+003 4.749100e+003 4.713100e+003 4.647700e+003 4.612000e+003 4.596600e+003 4.605200e+003 4.625300e+003 4.635200e+003 4.736500e+003 4.801500e+003 4.895500e+003 4.947200e+003 4.936500e+003 4.905300e+003 4.888500e+003 4.877800e+003 4.837600e+003 4.839400e+003 4.842600e+003 4.807200e+003 4.769500e+003 4.735800e+003 4.716700e+003 4.694500e+003 4.675300e+003 4.663100e+003 4.641200e+003 4.599300e+003 4.562000e+003 4.547500e+003 4.539700e+003 4.532100e+003 4.525400e+003 4.524500e+003 4.519800e+003 4.512000e+003 4.510200e+003 4.516200e+003 4.521900e+003 4.527700e+003
 4.399400e+003 4.407000e+003 4.414500e+003 4.413200e+003 4.419800e+003 4.412600e+003 4.401700e+003 4.406000e+003 4.423200e+003 4.443200e+003 4.457900e+003 4.467600e+003 4.465500e+003 4.457300e+003 4.469700e+003 4.482400e+003 4.499200e+003 4.505500e+003 4.518400e+003 4.522800e+003 4.536000e+003 4.580700e+003 4.633700e+003 4.723000e+003 4.711700e+003 4.662300e+003 4.628000e+003 4.634500e+003 4.658900e+003 4.711500e+003 4.656000e+003 4.706800e+003 4.833900e+003 4.968900e+003 4.983900e+003 4.952700e+003 4.945300e+003 4.929700e+003 4.881700e+003 4.892200e+003 4.904800e+003 4.896900e+003 4.855600e+003 4.806100e+003 4.776300e+003 4.754600e+003 4.730100e+003 4.688500e+003 4.653600e+003 4.618100e+003 4.586900e+003 4.566900e+003 4.557200e+003 4.549200e+003 4.540000e+003 4.534400e+003 4.531000e+003 4.526900e+003 4.520200e+003 4.519400e+003 4.522200e+003 4.523900e+003 4.527900e+003
 4.400700e+003 4.414500e+003 4.425100e+003 4.428400e+003 4.446200e+003 4.429900e+003 4.412400e+003 4.417600e+003 4.425400e+003 4.434800e+003 4.446000e+003 4.460600e+003 4.473800e+003 4.477500e+003 4.492500e+003 4.506100e+003 4.525800e+003 4.544500e+003 4.581200e+003 4.568400e+003 4.541900e+003 4.583700e+003 4.639800e+003 4.686800e+003 4.744000e+003 4.706700e+003 4.666500e+003 4.686800e+003 4.723500e+003 4.860800e+003 4.723300e+003 4.740900e+003 4.930300e+003 5.034900e+003 5.023000e+003 4.984500e+003 4.951400e+003 4.929100e+003 4.900700e+003 4.902300e+003 4.894400e+003 4.859500e+003 4.811900e+003 4.783800e+003 4.751500e+003 4.726900e+003 4.703900e+003 4.700900e+003 4.680200e+003 4.653300e+003 4.606700e+003 4.579800e+003 4.570900e+003 4.564500e+003 4.548000e+003 4.542100e+003 4.535500e+003 4.529400e+003 4.526200e+003 4.524800e+003 4.527900e+003 4.527000e+003 4.534400e+003
 4.401500e+003 4.416400e+003 4.424400e+003 4.442600e+003 4.471200e+003 4.462800e+003 4.438600e+003 4.444400e+003 4.442000e+003 4.448300e+003 4.457600e+003 4.471000e+003 4.488000e+003 4.497700e+003 4.513600e+003 4.536200e+003 4.564500e+003 4.587100e+003 4.620400e+003 4.623800e+003 4.568100e+003 4.569200e+003 4.610000e+003 4.651500e+003 4.724500e+003 4.736100e+003 4.718900e+003 4.733100e+003 4.819300e+003 4.948500e+003 4.790800e+003 4.880200e+003 4.854300e+003 5.015600e+003 5.024200e+003 4.976800e+003 4.965400e+003 4.946900e+003 4.908800e+003 4.877600e+003 4.830400e+003 4.804900e+003 4.782500e+003 4.756000e+003 4.738300e+003 4.709500e+003 4.690300e+003 4.670400e+003 4.653600e+003 4.637900e+003 4.619100e+003 4.609800e+003 4.594000e+003 4.582000e+003 4.560600e+003 4.547000e+003 4.536200e+003 4.528100e+003 4.526900e+003 4.527500e+003 4.533900e+003 4.534800e+003 4.541700e+003
 4.414500e+003 4.435400e+003 4.444500e+003 4.454600e+003 4.467300e+003 4.469700e+003 4.464300e+003 4.467500e+003 4.456500e+003 4.463800e+003 4.475800e+003 4.490600e+003 4.505300e+003 4.525700e+003 4.540600e+003 4.572200e+003 4.613400e+003 4.712800e+003 4.727700e+003 4.638100e+003 4.600700e+003 4.605500e+003 4.619700e+003 4.649700e+003 4.725000e+003 4.790300e+003 4.848500e+003 4.805200e+003 4.866600e+003 5.022800e+003 4.967100e+003 5.032000e+003 5.028900e+003 5.086200e+003 5.051000e+003 4.992800e+003 4.986100e+003 4.973600e+003 4.951700e+003 4.924700e+003 4.874300e+003 4.827700e+003 4.806000e+003 4.811600e+003 4.770800e+003 4.736900e+003 4.716700e+003 4.699700e+003 4.685300e+003 4.661000e+003 4.697900e+003 4.666900e+003 4.635400e+003 4.599700e+003 4.569000e+003 4.551600e+003 4.537700e+003 4.524600e+003 4.522900e+003 4.534100e+003 4.547000e+003 4.544200e+003 4.545900e+003
 4.430500e+003 4.442400e+003 4.449200e+003 4.451700e+003 4.463900e+003 4.478200e+003 4.487500e+003 4.478600e+003 4.467500e+003 4.473500e+003 4.487400e+003 4.503000e+003 4.525400e+003 4.550000e+003 4.570300e+003 4.604300e+003 4.676100e+003 4.733600e+003 4.684100e+003 4.690100e+003 4.673700e+003 4.694000e+003 4.689200e+003 4.744900e+003 4.743500e+003 4.865500e+003 4.892500e+003 4.980400e+003 5.003000e+003 5.054700e+003 5.150400e+003 5.126300e+003 5.136100e+003 5.117600e+003 5.057100e+003 5.031200e+003 5.041600e+003 5.010900e+003 4.948200e+003 4.904000e+003 4.899600e+003 4.866200e+003 4.835300e+003 4.835100e+003 4.831000e+003 4.799900e+003 4.772400e+003 4.755000e+003 4.730200e+003 4.727100e+003 4.707800e+003 4.678500e+003 4.636800e+003 4.600800e+003 4.596600e+003 4.569800e+003 4.543200e+003 4.538300e+003 4.536300e+003 4.551500e+003 4.574200e+003 4.552600e+003 4.547100e+003
 4.431100e+003 4.432900e+003 4.440700e+003 4.447200e+003 4.466100e+003 4.480900e+003 4.482300e+003 4.473600e+003 4.471600e+003 4.482600e+003 4.498100e+003 4.515200e+003 4.539000e+003 4.566000e+003 4.609600e+003 4.631400e+003 4.664200e+003 4.760200e+003 4.850500e+003 4.925900e+003 4.895700e+003 4.926200e+003 4.790200e+003 4.961700e+003 4.974000e+003 5.007600e+003 5.049000e+003 5.082000e+003 5.101900e+003 5.149300e+003 5.152300e+003 5.159000e+003 5.146700e+003 5.100400e+003 5.037200e+003 5.066300e+003 5.046700e+003 4.993800e+003 4.927500e+003 4.847900e+003 4.813700e+003 4.786300e+003 4.764600e+003 4.748100e+003 4.819800e+003 4.877300e+003 4.880500e+003 4.844800e+003 4.791500e+003 4.778900e+003 4.762300e+003 4.704500e+003 4.632300e+003 4.589100e+003 4.577400e+003 4.556500e+003 4.553600e+003 4.551600e+003 4.552200e+003 4.552400e+003 4.551500e+003 4.551900e+003 4.548300e+003
